"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","911","test_user_can_not_transfer_money_with_invalid_form[chromium-args0-Please fill all fields and confirm-False]","src.main.ui.tests","Sat Nov 08 19:13:57 UTC 2025","passed","Sat Nov 08 19:13:58 UTC 2025","TestTransferMoney","transfer_money_ui_test","",""
"","87","test_login_user","src.main.api.tests","Sat Nov 08 19:13:39 UTC 2025","passed","Sat Nov 08 19:13:39 UTC 2025","TestLoginUser","login_user_test","",""
"","79","test_create_invalid_user[ab-2CIb4D$ms8-USER-username-Username must be between 3 and 15 characters]","src.main.api.tests","Sat Nov 08 19:13:35 UTC 2025","passed","Sat Nov 08 19:13:35 UTC 2025","TestCreateUser","create_user_test","",""
"","1324","test_user_can_not_transfer_money_with_invalid_form[chromium-args4-Error: Invalid transfer: insufficient funds or invalid accounts-True]","src.main.ui.tests","Sat Nov 08 19:14:08 UTC 2025","passed","Sat Nov 08 19:14:10 UTC 2025","TestTransferMoney","transfer_money_ui_test","",""
"","729","test_deposit_invalid_amount[chromium-None-Please enter a valid amount]","src.main.ui.tests","Sat Nov 08 19:14:00 UTC 2025","passed","Sat Nov 08 19:14:01 UTC 2025","TestDepositMoney","deposit_money_ui_test","",""
"","191","test_change_name","src.main.api.tests","Sat Nov 08 19:13:32 UTC 2025","passed","Sat Nov 08 19:13:32 UTC 2025","TestChangeName","change_name_test","",""
"","163","test_transfer_money_beyond_balance","src.main.api.tests","Sat Nov 08 19:13:42 UTC 2025","passed","Sat Nov 08 19:13:42 UTC 2025","TestTransferMoney","test_transfer_money","",""
"","400","test_transfer_money_to_another_user[10000.0]","src.main.api.tests","Sat Nov 08 19:13:40 UTC 2025","passed","Sat Nov 08 19:13:41 UTC 2025","TestTransferMoney","test_transfer_money","",""
"","159","test_deposit_invalid_amount[0]","src.main.api.tests","Sat Nov 08 19:13:38 UTC 2025","passed","Sat Nov 08 19:13:38 UTC 2025","TestDepositMoney","deposit_money_test","",""
"","152","test_create_valid_user[create_user_request0]","src.main.api.tests","Sat Nov 08 19:13:35 UTC 2025","passed","Sat Nov 08 19:13:35 UTC 2025","TestCreateUser","create_user_test","",""
"","691","test_user_can_not_change_name_to_invalid[chromium]","src.main.ui.tests","Sat Nov 08 19:13:47 UTC 2025","passed","Sat Nov 08 19:13:48 UTC 2025","TestChangeName","change_name_ui_test","",""
"","349","test_login_user[chromium]","src.main.ui.tests","Sat Nov 08 19:13:54 UTC 2025","passed","Sat Nov 08 19:13:54 UTC 2025","TestLoginUser","login_user_ui_test","",""
"","759","test_deposit_invalid_amount[chromium--100-Please enter a valid amount]","src.main.ui.tests","Sat Nov 08 19:13:52 UTC 2025","passed","Sat Nov 08 19:13:53 UTC 2025","TestDepositMoney","deposit_money_ui_test","",""
"","710","test_deposit_money_page[chromium-100]","src.main.ui.tests","Sat Nov 08 19:13:51 UTC 2025","passed","Sat Nov 08 19:13:51 UTC 2025","TestDepositMoney","deposit_money_ui_test","",""
"","79","test_create_invalid_user[@ababab-BI$07sz3xA-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.main.api.tests","Sat Nov 08 19:13:35 UTC 2025","passed","Sat Nov 08 19:13:35 UTC 2025","TestCreateUser","create_user_test","",""
"","1111","test_user_can_not_transfer_money_with_invalid_form[chromium-args1-The recipient name does not match the registered name-True]","src.main.ui.tests","Sat Nov 08 19:14:02 UTC 2025","passed","Sat Nov 08 19:14:03 UTC 2025","TestTransferMoney","transfer_money_ui_test","",""
"","340","test_login_admin[chromium]","src.main.ui.tests","Sat Nov 08 19:13:54 UTC 2025","passed","Sat Nov 08 19:13:54 UTC 2025","TestLoginUser","login_user_ui_test","",""
"","388","test_deposit_money_to_another_user_account","src.main.api.tests","Sat Nov 08 19:13:37 UTC 2025","passed","Sat Nov 08 19:13:37 UTC 2025","TestDepositMoney","deposit_money_test","",""
"","156","test_deposit_money[5000.0]","src.main.api.tests","Sat Nov 08 19:13:36 UTC 2025","passed","Sat Nov 08 19:13:36 UTC 2025","TestDepositMoney","deposit_money_test","",""
"","81","test_change_name_to_invalid[]","src.main.api.tests","Sat Nov 08 19:13:33 UTC 2025","passed","Sat Nov 08 19:13:33 UTC 2025","TestChangeName","change_name_test","",""
"","80","test_change_name_to_invalid[Rosario Megan Tracy]","src.main.api.tests","Sat Nov 08 19:13:34 UTC 2025","passed","Sat Nov 08 19:13:34 UTC 2025","TestChangeName","change_name_test","",""
"","79","test_create_invalid_user[ababababababababababababab-63i&rNAn7J-USER-username-Username must be between 3 and 15 characters]","src.main.api.tests","Sat Nov 08 19:13:35 UTC 2025","passed","Sat Nov 08 19:13:35 UTC 2025","TestCreateUser","create_user_test","",""
"","83","test_deposit_money_to_non_existent_account","src.main.api.tests","Sat Nov 08 19:13:37 UTC 2025","passed","Sat Nov 08 19:13:37 UTC 2025","TestDepositMoney","deposit_money_test","",""
"","81","test_change_name_to_invalid[JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ]","src.main.api.tests","Sat Nov 08 19:13:34 UTC 2025","passed","Sat Nov 08 19:13:34 UTC 2025","TestChangeName","change_name_test","",""
"","240","test_transfer_to_own_account","src.main.api.tests","Sat Nov 08 19:13:42 UTC 2025","passed","Sat Nov 08 19:13:42 UTC 2025","TestTransferMoney","test_transfer_money","",""
"","96","test_create_invalid_user[-39fweU2DV$-USER-username-Username must be between 3 and 15 characters]","src.main.api.tests","Sat Nov 08 19:13:35 UTC 2025","passed","Sat Nov 08 19:13:35 UTC 2025","TestCreateUser","create_user_test","",""
"","730","test_admin_can_create_user[chromium]","src.main.ui.tests","Sat Nov 08 19:13:49 UTC 2025","passed","Sat Nov 08 19:13:50 UTC 2025","TestCreateUser","create_user_ui_test","",""
"","517","test_user_can_create_account[chromium]","src.main.ui.tests","Sat Nov 08 19:13:48 UTC 2025","passed","Sat Nov 08 19:13:49 UTC 2025","TestCreateAccount","create_account_ui_test","",""
"","105","test_login_admin_user","src.main.api.tests","Sat Nov 08 19:13:39 UTC 2025","passed","Sat Nov 08 19:13:39 UTC 2025","TestLoginUser","login_user_test","",""
"","514","test_admin_can_not_create_user_with_invalid_data[chromium]","src.main.ui.tests","Sat Nov 08 19:13:50 UTC 2025","passed","Sat Nov 08 19:13:50 UTC 2025","TestCreateUser","create_user_ui_test","",""
"","324","test_transfer_money_to_another_user[0.9621531861441714]","src.main.api.tests","Sat Nov 08 19:13:39 UTC 2025","passed","Sat Nov 08 19:13:40 UTC 2025","TestTransferMoney","test_transfer_money","",""
"","822","test_user_can_change_name[chromium]","src.main.ui.tests","Sat Nov 08 19:13:46 UTC 2025","passed","Sat Nov 08 19:13:47 UTC 2025","TestChangeName","change_name_ui_test","",""
"","724","test_deposit_money_page[chromium-100.01]","src.main.ui.tests","Sat Nov 08 19:13:59 UTC 2025","passed","Sat Nov 08 19:14:00 UTC 2025","TestDepositMoney","deposit_money_ui_test","",""
"","78","test_change_name_to_invalid[Anderson Elizabeth6]","src.main.api.tests","Sat Nov 08 19:13:34 UTC 2025","passed","Sat Nov 08 19:13:34 UTC 2025","TestChangeName","change_name_test","",""
"","79","test_change_name_to_invalid[Hodges Tammy^]","src.main.api.tests","Sat Nov 08 19:13:33 UTC 2025","passed","Sat Nov 08 19:13:33 UTC 2025","TestChangeName","change_name_test","",""
"","458","test_deposit_no_account[chromium]","src.main.ui.tests","Sat Nov 08 19:13:53 UTC 2025","passed","Sat Nov 08 19:13:53 UTC 2025","TestDepositMoney","deposit_money_ui_test","",""
"","172","test_deposit_invalid_amount[-1]","src.main.api.tests","Sat Nov 08 19:13:38 UTC 2025","passed","Sat Nov 08 19:13:38 UTC 2025","TestDepositMoney","deposit_money_test","",""
